head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,espanol_apreciacion,espanol_comentario
41,應,Respuesta,4,次四,援我罘罟絓羅于野至,援我罘罟不能以仁也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Tira de mis redes y trampas; lazos enredados llegan por los campos.,Tirar de mis redes: no puede obrar con clemencia.
41,應,Respuesta,5,次五,龍翰于天貞栗其鱗,龍翰之栗極懼墜也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El dragón se remonta al Cielo; recto, y sus escamas tiemblan.","El temblor del dragón: en la cima, teme caer."
41,應,Respuesta,6,次六,熾承于天冰萌于地,承天萌地陽始退也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La hoguera se hereda del Cielo; el hielo germina en la Tierra.,"Heredar del Cielo, germinar en la Tierra: el yang empieza a retirarse."
41,應,Respuesta,7,次七,日彊其衰應蕃貞,日彊其衰惡敗類也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El sol refuerza su propio declive; la respuesta prolifera: recto.,El sol que refuerza su declive: aborrece arruinar a los suyos.
41,應,Respuesta,8,次八,極陽徵陰不移日而應,極陽徵陰應其發也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang extremo convoca al yin; sin mudar el día, se responden.",El yang extremo que convoca al yin: responde al brotar.
41,應,Respuesta,9,上九,元離之極君子應以大稷,元離之極不可遏止也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La partición primordial en su colmo; el noble responde con el gran altar del grano.,La partición primordial en su colmo: no se puede atajar ni detener.
42,迎,Ir al Encuentro,0,首辭,陰氣成形乎下物咸遡而迎之,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El aliento yin cobra forma abajo; los seres todos remontan a su encuentro.,
42,迎,Ir al Encuentro,1,初一,迎他匪應無貞有邪,迎他匪應非所與并也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Sale al encuentro de otro, no del que le corresponde; sin rectitud, hay torcedura.",Salir al encuentro del que no toca: no es con quien unirse.
42,迎,Ir al Encuentro,2,次二,蛟潛於淵陵卵化之人或陰言百姓和之,蛟潛之化中精誠也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El dragón acecha en el abismo; los huevos del cerro se abren; alguno susurra, y el pueblo lo corea.","El cambio del dragón oculto: por dentro, esencia y sinceridad."
42,迎,Ir al Encuentro,3,次三,精微往來妖先靈覺,精微往來妖咎徵也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Esencia y sutileza van y vienen; el presagio se adelanta, el numen lo percibe.",Esencia y sutileza que van y vienen: señal de desgracia.
42,迎,Ir al Encuentro,4,次四,裳有衣襦男子目珠婦人啑鉤貞,裳有衣襦陰感陽也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La falda con chaqueta y camisa; el ojo del hombre, una perla; el broche de la mujer: recto. [verso oscuro]",Falda con chaqueta: el yin conmueve al yang.
42,迎,Ir al Encuentro,5,次五,黃乘否貞,黃乘否貞不可與朋也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El amarillo cabalga: no; recto.,El amarillo que cabalga: no se le puede hacer amigo.
42,迎,Ir al Encuentro,6,次六,玄黃相迎其意感感,玄黃相迎以類應也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Negro y amarillo salen a encontrarse; su intención se conmueve y se conmueve.,Negro y amarillo que se encuentran: responden por su casta.
42,迎,Ir al Encuentro,7,次七,遠之𥅠近之棓迎父迦逅,遠𥅠近棓失父類也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"De lejos, la mirada fija; de cerca, el garrote; encuentra al padre por azar. [verso oscuro]","Lejos la mirada, cerca el garrote: pierde la casta del padre."
42,迎,Ir al Encuentro,8,次八,見血入門捬迎中廷,見血入門以賢自衛也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ve sangre, entra por la puerta; palpa y sale al encuentro en mitad del patio. [verso oscuro]",Ve sangre y entra: por su valía se guarda a sí mismo.
42,迎,Ir al Encuentro,9,上九,濕迎床足累于牆屋,濕迎床足顛在內也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La humedad sube al pie de la cama; se enreda por los muros de la casa.,La humedad al pie de la cama: el vuelco está adentro.
43,遇,Encuentros,0,首辭,陰氣始來陽氣始往往來相逢,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin empieza a venir, el yang empieza a irse; en el ir y venir se topan.",
43,遇,Encuentros,1,初一,幽遇神及師夢貞,幽遇神思得理也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"En lo oscuro encuentra un numen, y un maestro; un sueño: recto.",Encuentro oscuro con el numen: el pensar da con el principio.
43,遇,Encuentros,2,次二,衝衝兒遇不受定之諭,衝衝兒遇不肖子也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Testarudo, testarudo, el niño se topa; no acepta el consejo asentado.",El niño testarudo que se topa: un hijo indigno.
43,遇,Encuentros,3,次三,不往來不求得士女之貞,不往不求士女則也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ni va ni viene, ni busca, y obtiene: la rectitud del hombre y la doncella.",Ni ir ni buscar: la norma del hombre y la doncella.
43,遇,Encuentros,4,次四,㒁㒁兌人遇雨厲,兌人遇雨還自賊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Inquieto, inquieto, el gozoso se topa con la lluvia: peligro.",El gozoso que se topa con la lluvia: sólo se daña a sí mismo.
43,遇,Encuentros,5,次五,田遇禽人莫之禁,田遇禽誠可勉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),En la cacería se topa con la presa; nadie se lo veda.,Topar con la presa: de veras es de alentar.
43,遇,Encuentros,6,次六,俾蛛罔罔遇蜂利雖大不得從,俾蛛之罔害不遠也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La telaraña de la arañita; se topa con la avispa; el provecho, aunque grande, no se puede seguir.",La telaraña de la arañita: el daño no está lejos.
43,遇,Encuentros,7,次七,振其角君父遇辱匪正命,振其角直道行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Sacude su cuerno; el señor-padre sufre afrenta; no es el recto mandato.,Sacudir el cuerno: el recto camino avanza.
43,遇,Encuentros,8,次八,兩兕鬭一角亡不勝喪,兩兕鬭亡角喪也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Dos búfalos luchan; un cuerno se pierde; el que no vence, lo pierde todo.","Dos búfalos que luchan: cuerno perdido, todo perdido."
43,遇,Encuentros,9,上九,觝其角遇下毀足,觝其角何可當也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Embiste con su cuerno; al topar con lo bajo, se rompe la pata.",Embestir con el cuerno: ¿cómo hacerle frente?
44,竈,Fogón,0,首辭,陰雖沃而灑之陽猶執而龢之,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aunque el yin lo anega y lo rocía, el yang aún lo sujeta y lo armoniza.",
44,竈,Fogón,1,初一,竈無實乞于鄰,竈無實有虛名也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El fogón sin sustancia; mendiga al vecino.,El fogón sin sustancia: tiene nombre vacío.
44,竈,Fogón,2,次二,黃鼎介其中裔不飲不食孚無害,黃鼎介中廉貞也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El caldero amarillo firme en su borde y su centro; ni bebe ni come; confianza, sin daño. [verso oscuro]",El caldero amarillo firme: íntegro y recto.
44,竈,Fogón,3,次三,竈無薪黃金瀕,竈無薪有不用也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El fogón sin leña; el oro amarillo al borde. [verso oscuro],"El fogón sin leña: tiene, mas no usa."
44,竈,Fogón,4,次四,鬲實之食得其勞力,鬲實之食時我奉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El caldero lleno de comida; se lo gana con su esfuerzo.,El caldero lleno: a su tiempo me sirve.
44,竈,Fogón,5,次五,鼎大可鬺不齊不莊,鼎大可鬺饗無意也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El caldero grande, capaz de hervir la ofrenda; mas ni puro ni solemne.",El caldero grande que hierve: la ofrenda sin intención.
44,竈,Fogón,6,次六,五味龢調如美如大人之饗,味龢之饗宰輔事也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Los cinco sabores acordados en armonía, deliciosos; el festín del gran hombre.",El festín de los sabores en concordia: el asunto del mayordomo y el ministro.
44,竈,Fogón,7,次七,脂牛正肪不濯釜而烹敗歐歍之疾至,脂牛歐歍不絜志也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Buey cebado, sebo puro; hierve sin fregar la olla; echado a perder, llega la náusea. [verso oscuro]",Buey y náusea: una intención impura.
44,竈,Fogón,8,次八,食其委雖噭不毀,食其委蒙厥德也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Come sus posos; aunque grite, no se arruina.",Comer los posos: cubierto por su virtud.
44,竈,Fogón,9,上九,竈滅其火唯家之禍,竈滅其火國之賊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El fogón apaga su fuego: sólo la desgracia de la casa.,El fogón que apaga su fuego: la ruina del reino.
45,大,Grandeza,0,首辭,陰虛其內陽蓬其外物與盤蓋,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin vacía su dentro, el yang se ahueca por fuera; los seres comparten el dosel.",
45,大,Grandeza,1,初一,淵潢洋包無方冥,淵潢洋資裹無方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El abismo rebosa y se extiende, abarcando sin confín: oscuro.",El abismo que rebosa: su caudal envuelve sin confín.
45,大,Grandeza,2,次二,大其慮躬自鑢,大其慮為思所傷也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Agranda sus cuitas; se lima a sí mismo.,Agrandar las cuitas: herido por su propio cavilar.
45,大,Grandeza,3,次三,大不大利以成大,大不大以小作基也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Grande y no grande; propicio para consumar lo grande.,Grande y no grande: hace de lo pequeño su cimiento.
45,大,Grandeza,4,次四,大其門郊不得其刀鳴虛,大其門郊實去名來也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Agranda su puerta y su ejido; no halla su cuchillo; un tañido hueco. [verso oscuro],"Agrandar la puerta: la sustancia se va, el nombre llega."
45,大,Grandeza,5,次五,包荒以中克,包荒以中督九夷也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Abraza el yermo; por el centro prevalece.,Abrazar el yermo: gobierna las nueve tribus.
45,大,Grandeza,6,次六,大失小多失少,大失小禍由微也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Grande, pierde lo pequeño; mucho, pierde lo poco.",Perder lo pequeño: la desgracia nace de lo sutil.
45,大,Grandeza,7,次七,大奢迂自削以觚或益之餔,奢迂自削能自非也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Gran fasto sinuoso; se recorta a sí mismo con la copa; alguno le añade un bocado. [verso oscuro],Fasto que se recorta: capaz de reprocharse a sí mismo.
45,大,Grandeza,8,次八,豐牆峭阯三歲不築崩,豐牆之峭崩不遟也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Muro opulento sobre base escarpada; tres años sin construir, se desploma.",El muro escarpado: el desplome no tarda.
45,大,Grandeza,9,上九,大終以蔑否出天外,大終以蔑小為大資也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Grande hasta el fin, y con todo desdeñado: no; sale más allá del Cielo. [verso oscuro]",Grande hasta el fin: lo pequeño se hace caudal de lo grande.
46,廓,Ampliación,0,首辭,陰氣瘱而𢙅之陽猶恢而廓之,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El aliento yin se aquieta y lo estrecha; el yang aún lo ensancha y lo amplía.,
46,廓,Ampliación,1,初一,廓之恢之不正其基,廓之恢之始基傾也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Amplíalo, ensánchalo, sin enderezar su cimiento.",Ampliar y ensanchar: el cimiento se vuelca desde el principio.
46,廓,Ampliación,2,次二,金榦玉楨廓于城,金榦玉楨蕃輔正也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Armazón de metal, poste de jade; se amplía en muralla.","Armazón de metal, poste de jade: el sostén floreciente es recto."
46,廓,Ampliación,3,次三,廓無子室石婦,廓無子焉得後生也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Se amplía, mas sin hijos; la alcoba, una esposa estéril.",Ampliarse sin hijos: ¿cómo tener descendencia?
46,廓,Ampliación,4,次四,恢其門戶以御寇虜,恢其門戶大經營也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ensancha su puerta y su portón para atajar a los saqueadores.,Ensanchar la puerta: gran planeamiento.
46,廓,Ampliación,5,次五,天門大開恢堂之階或生之差,天門大開德不能滿堂也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La puerta del Cielo abierta de par en par; ensancha los peldaños del salón; mas alguno engendra una tacha.,La puerta del Cielo abierta: la virtud no puede llenar el salón.
46,廓,Ampliación,6,次六,維豐維崇百辟馮馮伊德攸興,維豐維崇茲太平也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Tan opulento, tan encumbrado; los cien señores acuden en tropel; por esta virtud hay auge.","Tan opulento, tan encumbrado: esto es la Gran Paz."
46,廓,Ampliación,7,次七,外大圪其中失君子至野小人入室,外大圪中無人也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Por fuera grande y altivo, mas vacío por dentro; el noble se va al yermo, el hombre pequeño entra en la alcoba.","Grande por fuera: por dentro, nadie."
46,廓,Ampliación,8,次八,廓其外虛其內利鼓鉦,廓外虛內乃能有聞也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ensancha su fuera, vacía su dentro; propicio para tambor y gong.","Ensanchar fuera, vaciar dentro: entonces puede ser oído."
46,廓,Ampliación,9,上九,極廓于高庸三歲無童,極廓高庸終無所臣也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ampliado al colmo, alto y vasto; tres años sin un siervo.","Ampliado al colmo: al fin, nadie a quien mande."
47,文,Patrón,0,首辭,陰斂其質陽散其文文質班班萬物粲然,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin recoge su sustancia, el yang esparce su patrón; patrón y sustancia entreverados, los diez mil seres resplandecen.",
47,文,Patrón,1,初一,袷䙡何縵玉貞,袷䙡何縵文在內也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Túnica forrada, tan lisa; jade: recto. [verso oscuro]",Túnica lisa: el patrón está por dentro.
47,文,Patrón,2,次二,文蔚質否,文蔚質否不能俱睟也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Patrón exuberante, sustancia: no.",Patrón exuberante sin sustancia: ambos no pueden resplandecer juntos.
47,文,Patrón,3,次三,大文彌樸孚似不足,大文彌樸質有餘也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El gran patrón se hace más simple; la confianza parece faltar.,El gran patrón más simple: la sustancia sobra.
47,文,Patrón,4,次四,斐如邠如虎豹文如匪天之享否,斐邠之否奚足譽也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Elegante así, moteado así, con patrón de tigre y leopardo; no es lo que el Cielo goza: no. [verso oscuro]",El moteado que no: ¿qué hay que alabar?
47,文,Patrón,5,次五,炳如彪如尚文昭如車服庸如,彪如在上天文炳也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Fulgurante así, listado así; honra el patrón, resplandeciente; carro y ropaje, majestuosos.","Listado en lo alto: el patrón del Cielo, ardiente."
47,文,Patrón,6,次六,鴻文無范恣于川,鴻文無范恣意往也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vasto patrón sin molde; se desmanda por el río.,Vasto patrón sin molde: va a su antojo.
47,文,Patrón,7,次七,雉之不祿而雞藎穀,雉之不祿難幽養也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El faisán sin paga, y la gallina con su grano. [verso oscuro]",El faisán sin paga: difícil de criar en el retiro.
47,文,Patrón,8,次八,彫韱穀布亡于時文則亂,彫韱之文徒費日也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Labrado fino, grano esparcido; perdido en su hora; el patrón entonces es desorden. [verso oscuro]",El patrón labrado: sólo malgasta los días.
47,文,Patrón,9,上九,極文密密易以黼黻,極文之易當以質也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Patrón en su colmo, tupido, tupido; trocado por el bordado del hacha y el arco.","El colmo del patrón, trocado: hay que salirle con la sustancia."
48,禮,Ritual,0,首辭,陰在下而陽在上上下正體物與有禮,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El yin abajo y el yang arriba; alto y bajo en su recto cuerpo; los seres tienen su rito.,
48,禮,Ritual,1,初一,履于跂後其祖禰,履于跂退其親也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Pisa de puntillas; deja atrás a sus antepasados.,Pisar de puntillas: aparta a los suyos.
48,禮,Ritual,2,次二,目穆穆足肅肅乃貫以棘,穆穆肅肅敬出心也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ojos reverentes, reverentes; pies graves, graves; y luego atravesado por espinas. [verso oscuro]",Reverente y grave: el respeto brota del corazón.
48,禮,Ritual,3,次三,畫象成形孚無成,畫象成形非其真也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Pinta la imagen, forma la figura; confianza, mas nada consumado.",Pintar la imagen: no es la cosa verdadera.
48,禮,Ritual,4,次四,孔鴈之儀利用登于階,孔鴈之儀可法則也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El decoro del gran ganso; propicio para subir los peldaños.,El decoro del ganso: puede servir de norma.
48,禮,Ritual,5,次五,懷其違折其匕過喪錫九矢,懷違折匕貶天祿也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Alberga su rebeldía, quiebra su cuchara; en el exceso pierde el don de nueve flechas. [verso oscuro]",Albergar la rebeldía: cortado de la merced del Cielo.
48,禮,Ritual,6,次六,魚鱗差之乃矢施之帝用登于天,魚鱗差之貴賤位也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Escamas de pez ordenadas por rango; dispuestas luego como flechas; el Emperador con ello sube al Cielo.,Escamas ordenadas: las posiciones de alto y bajo.
48,禮,Ritual,7,次七,出禮不畏入畏,出禮不畏人所棄也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Al salir del rito, sin temor; al entrar, con temor. [verso oscuro]",Salir del rito sin temor: abandonado de los hombres.
48,禮,Ritual,8,次八,冠戚䏔履全履,冠戚䏔履賤不可不上也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Gorro y hacha, y el calzado; el paso entero. [verso oscuro]",Gorro y calzado: el humilde no puede sino mirar arriba.
48,禮,Ritual,9,上九,戴無首焉用此九,無首之戴焉所往也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Lleva el gorro sin cabeza; ¿de qué sirve este nueve?,El tocado sin cabeza: ¿adónde puede ir?
49,逃,Vuelo,0,首辭,陰氣章彊陽氣潛退萬物將亡,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin se afirma pujante, el yang se retira oculto; los diez mil seres están por perecer.",
49,逃,Vuelo,1,初一,逃水之夷滅其創迹,逃水之夷跡不創也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Huye sobre el agua llana; borra las huellas que hizo.,Huir sobre el agua llana: no deja rastro.
49,逃,Vuelo,2,次二,心惕惕足金舄不志溝壑,心惕惕義不將也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Corazón alerta, alerta; pies con zapatos de metal; no pone la mira en la zanja.",Corazón alerta: la justicia no lo acompañará.
49,逃,Vuelo,3,次三,兢其股鞭其馬寇其戶逃利,兢股鞭馬近有見也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Tensa su muslo, fustiga su caballo; saqueadores a su puerta; huir es provecho.",Tensar el muslo y fustigar: de cerca hay algo previsto.
49,逃,Vuelo,4,次四,喬木維摐飛鳥過之或降,喬木之鳥欲止則降也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El árbol alto, sus ramas encumbradas; el ave en vuelo lo pasa; alguna se posa.","El ave del árbol alto: si quiere posarse, baja."
49,逃,Vuelo,5,次五,見踤于林獺入于淵征,見及獺深居逃凶也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Lo ve tropezar en el bosque; la nutria entra en el abismo; marcha. [verso oscuro],Morar en lo hondo: huye del infortunio.
49,逃,Vuelo,6,次六,多田不婁費我膎功,多田不婁費力忘功也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Mucha tierra sin labrar; malgasta el fruto de mi cecina. [verso oscuro],Mucha tierra sin labrar: gasta fuerza y olvida el mérito.
49,逃,Vuelo,7,次七,見于纍後乃克飛,見于纍幾不足高也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Visto entre las trabas, sólo después puede volar.","Visto entre las trabas: al borde, no basta para remontar."
49,逃,Vuelo,8,次八,頸加于矰維䋚其繩,頸加維䋚毋自勞也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El cuello puesto en la flecha con hilo; sólo se enreda en su cordel.,El cuello en la flecha con hilo: no te afanes en vano.
49,逃,Vuelo,9,上九,利逃跰跰盜德嬰城,盜德嬰城何至逃也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Propicio huir, tropezando, tropezando; la virtud del ladrón cerca la muralla. [verso oscuro]",La virtud del ladrón cercando la muralla: ¿a qué llegar a la huida?
50,唐,Vastedad / Desperdicio,0,首辭,陰氣茲來陽氣茲往物且盪盪,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin viene ya, el yang se va ya; los seres se agitan y se bambolean.",
50,唐,Vastedad / Desperdicio,1,初一,唐于內勿作厲,唐于內無執守也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Derroche por dentro; no obres: peligro.,Derroche por dentro: nada asido ni guardado.
50,唐,Vastedad / Desperdicio,2,次二,唐處冥利用東征,唐冥之利利明道也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vastedad que mora en lo oscuro; propicio para la campaña del este.,El provecho de la vastedad oscura: propicio para alumbrar la vía.
50,唐,Vastedad / Desperdicio,3,次三,唐素不貞亡彼瓏玲,亡彼瓏玲非爾所也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Vacío y llano, no recto; pierde aquel jade tintineante.",Perder el jade tintineante: no es tu sitio.
50,唐,Vastedad / Desperdicio,4,次四,唐無適道義之辟,唐無適惟義予也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vastedad sin meta; el soberano de la Vía y la justicia.,Vastedad sin meta: sólo la justicia la otorga.
50,唐,Vastedad / Desperdicio,5,次五,奔鹿懷鼷得不訾,奔鹿懷鼷奚足功也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El ciervo que huye guarda un ratón; gana lo que no se cuenta. [verso oscuro],El ciervo que guarda un ratón: ¿qué mérito hay en ello?
50,唐,Vastedad / Desperdicio,6,次六,唐不獨足代天班祿,唐不獨足無私容也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La vastedad no basta a solas; en nombre del Cielo, reparte las pagas.",No basta a solas: sin rostro de parcialidad.
50,唐,Vastedad / Desperdicio,7,次七,弋彼三飛明明于征終日不歸亡,弋彼三飛適無所從也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Flecha a los tres que vuelan; brillante, brillante en la marcha; todo el día sin volver: perdido.",Flechar a los tres: va sin nada que seguir.
50,唐,Vastedad / Desperdicio,8,次八,唐收祿社鬼輟哭或得其沐,唐收祿復亡也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Recoge en abundancia la paga; el espectro del altar cesa su llanto; alguno logra su unción. [verso oscuro],"Recoger la paga: recobrada, y de nuevo perdida."
50,唐,Vastedad / Desperdicio,9,上九,明珠彈于飛肉其得不復,明珠彈肉費不當也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La perla luminosa disparada a la carne que vuela; lo que gana no vuelve.,Disparar la perla a la carne: un dispendio sin razón.
51,常,Constancia,0,首辭,陰以知臣陽以知辟君臣之道萬世不易,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Por el yin se conoce al ministro, por el yang al soberano; la vía de señor y ministro, por diez mil edades no cambia.",
51,常,Constancia,1,初一,戴神墨履靈式以一耦萬終不稷,戴神墨體一形也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Lleva la plomada del numen, pisa la regla del espíritu; por lo uno aparea lo diez mil; al fin, sin grano. [verso oscuro]",Llevar la plomada del numen: encarna la forma única.
51,常,Constancia,2,次二,內常微女貞厲,內常微女不正也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Constancia interior tenue; la rectitud de la doncella: peligro.,Constancia interior tenue: la mujer no es recta.
51,常,Constancia,3,次三,日常其德三歲不食,日常其德君道明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El sol hace constante su virtud; tres años sin comer.,El sol que hace constante su virtud: la vía del soberano es clara.
51,常,Constancia,4,次四,月不常或失之行,月不常臣失行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La luna no es constante; alguno la pierde en su curso.,La luna que no es constante: el ministro pierde su rumbo.
51,常,Constancia,5,次五,其從其橫天地之常,其從其橫君臣常也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Su urdimbre, su trama: la constancia del Cielo y la Tierra.",Urdimbre y trama: la constancia de señor y ministro.
51,常,Constancia,6,次六,得七而九懦撓其剛不克常,得七而九棄盛乘衰也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Obtiene siete y luego nueve; la blandura dobla su dureza; no puede ser constante.,"Siete y luego nueve: abandona lo pleno, cabalga lo menguante."
51,常,Constancia,7,次七,滔滔往來有常衰如克承貞,滔滔往來以正承非也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Fluyendo, fluyendo, va y viene, hay constancia; aun en el declive sabe sostener: recto.",Fluir y sostener: por la rectitud carga con lo torcido.
51,常,Constancia,8,次八,常疾不疾咎成不詰,常疾不疾不能自治也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Dolencia constante que no se duele; la falta cuaja sin que se la interrogue.,Dolencia que no se duele: no puede curarse a sí mismo.
51,常,Constancia,9,上九,疾其疾巫毉不失,疾其疾能自毉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se duele de su dolencia; chamán y médico no fallan.,Dolerse de la dolencia: sabe curarse a sí mismo.
52,度,Medida,0,首辭,陰氣日躁陽氣日舍躁躁舍舍各得其度,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin se inquieta día a día, el yang día a día cede; agitándose y cediendo, cada cual halla su medida.",
52,度,Medida,1,初一,中度獨失,中度獨失不能有成也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La medida del centro, a solas, se pierde.",La medida del centro perdida: nada puede consumar.
52,度,Medida,2,次二,澤不舍冥中度,澤不舍乃能有正也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El pantano no suelta; en lo oscuro, la medida del centro.",El pantano que no suelta: entonces puede tener rectitud.
52,度,Medida,3,次三,小度差差大攋之階,小度之差大度傾也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Medida pequeña, desviándose y desviándose: peldaño hacia una gran brecha.",La desviación de la medida pequeña: la gran medida se vuelca.
52,度,Medida,4,次四,榦楨利于城,榦楨之利利經營也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Armazón y poste; propicios para la muralla.,El provecho de armazón y poste: propicio para la obra.
